"1","15歳以上就業者数","2015000000","2015年","01547","小清水町","","2,724","1,106","1,071","15","2","151","152","3","1","111","264","22","14","15","93","59","77","273","110","125","113","18","1,121","305","1,280","40.60206","39.31718","0.55066","0.07342","5.54332","5.58003","0.11013","0.03671","4.07489","9.69163","0.80764","0.51395","0.55066","3.41410","2.16593","2.82673","10.02203","4.03818","4.58884","4.14831","0.66079","41.42646","11.27125","47.30229","1,481","619","590","9","1","128","79","3","1","79","136","10","12","11","32","15","32","62","82","75","82","13","628","208","632","41.79608","39.83795","0.60770","0.06752","8.64281","5.33423","0.20257","0.06752","5.33423","9.18298","0.67522","0.81026","0.74274","2.16070","1.01283","2.16070","4.18636","5.53680","5.06415","5.53680","0.87779","42.77929","14.16894","43.05177","1,243","487","481","6","1","23","73","-","-","32","128","12","2","4","61","44","45","211","28","50","31","5","493","97","648","39.17940","38.69670","0.48270","0.08045","1.85036","5.87289","0.00000","0.00000","2.57442","10.29767","0.96541","0.16090","0.32180","4.90748","3.53982","3.62027","16.97506","2.25261","4.02253","2.49397","0.40225","39.82229","7.83522","52.34249"
"1","15歳以上就業者数","2015000000","2015年","01549","訓子府町","","2,681","1,050","1,030","1","1","178","185","9","8","122","293","23","11","86","71","72","71","187","53","145","109","6","1,051","364","1,260","39.16449","38.41850","0.03730","0.03730","6.63931","6.90041","0.33570","0.29840","4.55054","10.92876","0.85789","0.41029","3.20776","2.64827","2.68557","2.64827","6.97501","1.97687","5.40843","4.06565","0.22380","39.28972","13.60748","47.10280","1,430","577","559","-","1","151","110","8","5","94","116","2","7","55","24","27","31","31","28","80","79","4","577","262","587","40.34965","39.09091","0.00000","0.06993","10.55944","7.69231","0.55944","0.34965","6.57343","8.11189","0.13986","0.48951","3.84615","1.67832","1.88811","2.16783","2.16783","1.95804","5.59441","5.52448","0.27972","40.46283","18.37307","41.16410","1,251","473","471","1","-","27","75","1","3","28","177","21","4","31","47","45","40","156","25","65","30","2","474","102","673","37.80975","37.64988","0.07994","0.00000","2.15827","5.99520","0.07994","0.23981","2.23821","14.14868","1.67866","0.31974","2.47802","3.75699","3.59712","3.19744","12.47002","1.99840","5.19584","2.39808","0.15987","37.95036","8.16653","53.88311"
"1","15歳以上就業者数","2015000000","2015年","01550","置戸町","","1,487","480","427","-","1","79","53","3","7","39","157","11","1","19","43","27","59","271","42","98","97","-","480","133","874","32.27976","28.71553","0.00000","0.06725","5.31271","3.56422","0.20175","0.47075","2.62273","10.55817","0.73974","0.06725","1.27774","2.89173","1.81574","3.96772","18.22461","2.82448","6.59045","6.52320","0.00000","32.27976","8.94418","58.77606","793","283","233","-","1","63","41","2","2","28","75","6","-","12","17","13","25","68","25","59","73","-","283","105","405","35.68726","29.38209","0.00000","0.12610","7.94451","5.17024","0.25221","0.25221","3.53090","9.45776","0.75662","0.00000","1.51324","2.14376","1.63934","3.15259","8.57503","3.15259","7.44010","9.20555","0.00000","35.68726","13.24086","51.07188","694","197","194","-","-","16","12","1","5","11","82","5","1","7","26","14","34","203","17","39","24","-","197","28","469","28.38617","27.95389","0.00000","0.00000","2.30548","1.72911","0.14409","0.72046","1.58501","11.81556","0.72046","0.14409","1.00865","3.74640","2.01729","4.89914","29.25072","2.44957","5.61960","3.45821","0.00000","28.38617","4.03458","67.57925"
"1","15歳以上就業者数","2015000000","2015年","01552","佐呂間町","","2,767","505","480","331","-","215","434","5","1","129","244","22","5","30","92","50","65","260","110","114","125","30","836","649","1,252","18.25081","17.34731","11.96241","0.00000","7.77015","15.68486","0.18070","0.03614","4.66209","8.81821","0.79508","0.18070","1.08421","3.32490","1.80701","2.34911","9.39646","3.97542","4.11999","4.51753","1.08421","30.54439","23.71209","45.74351","1,472","317","294","174","-","191","148","2","1","113","97","15","2","18","31","16","28","61","69","82","96","11","491","339","631","21.53533","19.97283","11.82065","0.00000","12.97554","10.05435","0.13587","0.06793","7.67663","6.58967","1.01902","0.13587","1.22283","2.10598","1.08696","1.90217","4.14402","4.68750","5.57065","6.52174","0.74728","33.60712","23.20329","43.18960","1,295","188","186","157","-","24","286","3","-","16","147","7","3","12","61","34","37","199","41","32","29","19","345","310","621","14.51737","14.36293","12.12355","0.00000","1.85328","22.08494","0.23166","0.00000","1.23552","11.35135","0.54054","0.23166","0.92664","4.71042","2.62548","2.85714","15.36680","3.16602","2.47104","2.23938","1.46718","27.03762","24.29467","48.66771"
"1","15歳以上就業者数","2015000000","2015年","01555","遠軽町","","9,676","752","574","26","16","932","872","75","20","358","1,192","211","67","130","457","325","528","1,657","217","529","1,234","78","778","1,820","7,000","7.77181","5.93220","0.26871","0.16536","9.63208","9.01199","0.77511","0.20670","3.69988","12.31914","2.18065","0.69243","1.34353","4.72303","3.35883","5.45680","17.12484","2.24266","5.46714","12.75320","0.80612","8.10586","18.96228","72.93186","5,574","475","333","18","13","805","492","70","13","295","568","107","40","102","157","127","266","362","144","327","1,139","54","493","1,310","3,717","8.52171","5.97417","0.32293","0.23323","14.44205","8.82670","1.25583","0.23323","5.29243","10.19017","1.91963","0.71762","1.82992","2.81665","2.27844","4.77216","6.49444","2.58342","5.86652","20.43416","0.96878","8.93116","23.73188","67.33696","4,102","277","241","8","3","127","380","5","7","63","624","104","27","28","300","198","262","1,295","73","202","95","24","285","510","3,283","6.75280","5.87518","0.19503","0.07314","3.09605","9.26377","0.12189","0.17065","1.53584","15.21209","2.53535","0.65822","0.68259","7.31351","4.82691","6.38713","31.56997","1.77962","4.92443","2.31594","0.58508","6.98872","12.50613","80.50515"
"1","15歳以上就業者数","2015000000","2015年","01559","湧別町","","4,775","999","974","597","9","354","634","5","6","138","481","36","29","48","123","96","154","420","221","213","199","13","1,596","997","2,169","20.92147","20.39791","12.50262","0.18848","7.41361","13.27749","0.10471","0.12565","2.89005","10.07330","0.75393","0.60733","1.00524","2.57592","2.01047","3.22513","8.79581","4.62827","4.46073","4.16754","0.27225","33.51533","20.93658","45.54809","2,610","592","575","343","8","307","233","4","4","110","215","17","17","33","36","29","80","96","170","143","168","5","935","548","1,122","22.68199","22.03065","13.14176","0.30651","11.76245","8.92720","0.15326","0.15326","4.21456","8.23755","0.65134","0.65134","1.26437","1.37931","1.11111","3.06513","3.67816","6.51341","5.47893","6.43678","0.19157","35.89251","21.03647","43.07102","2,165","407","399","254","1","47","401","1","2","28","266","19","12","15","87","67","74","324","51","70","31","8","661","449","1,047","18.79908","18.42956","11.73210","0.04619","2.17090","18.52194","0.04619","0.09238","1.29330","12.28637","0.87760","0.55427","0.69284","4.01848","3.09469","3.41801","14.96536","2.35566","3.23326","1.43187","0.36952","30.64441","20.81595","48.53964"
"1","15歳以上就業者数","2015000000","2015年","01560","滝上町","","1,273","273","201","-","1","106","96","2","2","23","136","9","1","3","54","41","71","239","34","75","106","1","273","203","796","21.44540","15.78947","0.00000","0.07855","8.32679","7.54124","0.15711","0.15711","1.80676","10.68342","0.70699","0.07855","0.23566","4.24195","3.22074","5.57738","18.77455","2.67086","5.89159","8.32679","0.07855","21.46226","15.95912","62.57862","717","186","124","-","1","96","54","2","2","15","54","3","-","2","18","23","40","64","21","48","87","1","186","151","379","25.94142","17.29428","0.00000","0.13947","13.38912","7.53138","0.27894","0.27894","2.09205","7.53138","0.41841","0.00000","0.27894","2.51046","3.20781","5.57880","8.92608","2.92887","6.69456","12.13389","0.13947","25.97765","21.08939","52.93296","556","87","77","-","-","10","42","-","-","8","82","6","1","1","36","18","31","175","13","27","19","-","87","52","417","15.64748","13.84892","0.00000","0.00000","1.79856","7.55396","0.00000","0.00000","1.43885","14.74820","1.07914","0.17986","0.17986","6.47482","3.23741","5.57554","31.47482","2.33813","4.85612","3.41727","0.00000","15.64748","9.35252","75.00000"
"1","15歳以上就業者数","2015000000","2015年","01561","興部町","","2,088","355","317","209","4","180","339","11","2","58","195","26","8","50","73","40","82","156","88","70","129","13","564","523","988","17.00192","15.18199","10.00958","0.19157","8.62069","16.23563","0.52682","0.09579","2.77778","9.33908","1.24521","0.38314","2.39464","3.49617","1.91571","3.92720","7.47126","4.21456","3.35249","6.17816","0.62261","27.18072","25.20482","47.61446","1,198","232","199","159","4","157","129","9","-","49","84","12","5","35","17","15","42","26","64","51","105","3","391","290","514","19.36561","16.61102","13.27212","0.33389","13.10518","10.76795","0.75125","0.00000","4.09015","7.01169","1.00167","0.41736","2.92154","1.41903","1.25209","3.50584","2.17028","5.34224","4.25710","8.76461","0.25042","32.71967","24.26778","43.01255","890","123","118","50","-","23","210","2","2","9","111","14","3","15","56","25","40","130","24","19","24","10","173","233","474","13.82022","13.25843","5.61798","0.00000","2.58427","23.59551","0.22472","0.22472","1.01124","12.47191","1.57303","0.33708","1.68539","6.29213","2.80899","4.49438","14.60674","2.69663","2.13483","2.69663","1.12360","19.65909","26.47727","53.86364"
"1","15歳以上就業者数","2015000000","2015年","01562","西興部村","","551","109","86","1","-","31","68","-","-","5","32","6","-","2","41","6","40","119","17","13","60","1","110","99","341","19.78221","15.60799","0.18149","0.00000","5.62613","12.34120","0.00000","0.00000","0.90744","5.80762","1.08893","0.00000","0.36298","7.44102","1.08893","7.25953","21.59710","3.08530","2.35935","10.88929","0.18149","20.00000","18.00000","62.00000","316","76","54","1","-","28","42","-","-","4","9","4","-","1","10","4","19","46","10","9","53","-","77","70","169","24.05063","17.08861","0.31646","0.00000","8.86076","13.29114","0.00000","0.00000","1.26582","2.84810","1.26582","0.00000","0.31646","3.16456","1.26582","6.01266","14.55696","3.16456","2.84810","16.77215","0.00000","24.36709","22.15190","53.48101","235","33","32","-","-","3","26","-","-","1","23","2","-","1","31","2","21","73","7","4","7","1","33","29","172","14.04255","13.61702","0.00000","0.00000","1.27660","11.06383","0.00000","0.00000","0.42553","9.78723","0.85106","0.00000","0.42553","13.19149","0.85106","8.93617","31.06383","2.97872","1.70213","2.97872","0.42553","14.10256","12.39316","73.50427"
"1","15歳以上就業者数","2015000000","2015年","01563","雄武町","","2,524","322","276","334","-","225","557","11","1","48","212","24","26","16","105","47","85","199","94","106","107","5","656","782","1,081","12.75753","10.93502","13.23296","0.00000","8.91442","22.06815","0.43582","0.03962","1.90174","8.39937","0.95087","1.03011","0.63391","4.16006","1.86212","3.36767","7.88431","3.72425","4.19968","4.23930","0.19810","26.04208","31.04407","42.91385","1,379","208","179","216","-","202","213","10","-","36","93","13","20","11","29","14","51","45","68","66","82","2","424","415","538","15.08339","12.98042","15.66352","0.00000","14.64830","15.44598","0.72516","0.00000","2.61059","6.74402","0.94271","1.45033","0.79768","2.10297","1.01523","3.69833","3.26323","4.93111","4.78608","5.94634","0.14503","30.79158","30.13798","39.07044","1,145","114","97","118","-","23","344","1","1","12","119","11","6","5","76","33","34","154","26","40","25","3","232","367","543","9.95633","8.47162","10.30568","0.00000","2.00873","30.04367","0.08734","0.08734","1.04803","10.39301","0.96070","0.52402","0.43668","6.63755","2.88210","2.96943","13.44978","2.27074","3.49345","2.18341","0.26201","20.31524","32.13660","47.54816"
"1","15歳以上就業者数","2015000000","2015年","01564","大空町","","3,824","1,493","1,467","31","1","223","203","1","10","163","323","33","17","49","128","92","141","338","118","205","215","40","1,524","427","1,833","39.04289","38.36297","0.81067","0.02615","5.83159","5.30858","0.02615","0.26151","4.26255","8.44665","0.86297","0.44456","1.28138","3.34728","2.40586","3.68724","8.83891","3.08577","5.36088","5.62238","1.04603","40.27484","11.28436","48.44080","2,131","813","791","19","1","178","123","1","6","138","135","18","11","32","44","37","67","100","79","137","168","24","832","302","973","38.15110","37.11872","0.89160","0.04693","8.35289","5.77194","0.04693","0.28156","6.47583","6.33505","0.84467","0.51619","1.50164","2.06476","1.73627","3.14406","4.69263","3.70718","6.42891","7.88362","1.12623","39.48742","14.33318","46.17940","1,693","680","676","12","-","45","80","-","4","25","188","15","6","17","84","55","74","238","39","68","47","16","692","125","860","40.16539","39.92912","0.70880","0.00000","2.65800","4.72534","0.00000","0.23627","1.47667","11.10455","0.88600","0.35440","1.00413","4.96161","3.24867","4.37094","14.05789","2.30360","4.01654","2.77614","0.94507","41.26416","7.45379","51.28205"
"1","15歳以上就業者数","2015000000","2015年","01570","胆振総合振興局","","26,102","4,944","4,677","692","69","2,215","2,512","192","62","1,125","2,685","201","148","369","2,043","832","900","3,316","529","1,526","1,465","277","5,636","4,796","15,393","18.94108","17.91817","2.65114","0.26435","8.48594","9.62378","0.73558","0.23753","4.31001","10.28657","0.77006","0.56701","1.41368","7.82699","3.18750","3.44801","12.70401","2.02666","5.84630","5.61260","1.06122","21.82381","18.57115","59.60503","14,682","2,882","2,654","448","50","1,898","1,586","169","41","951","1,107","73","82","260","799","357","449","870","322","1,014","1,167","157","3,330","3,534","7,661","19.62948","18.07656","3.05136","0.34055","12.92739","10.80234","1.15107","0.27925","6.47732","7.53984","0.49721","0.55851","1.77088","5.44204","2.43155","3.05817","5.92562","2.19316","6.90642","7.94851","1.06934","22.92599","24.33046","52.74355","11,420","2,062","2,023","244","19","317","926","23","21","174","1,578","128","66","109","1,244","475","451","2,446","207","512","298","120","2,306","1,262","7,732","18.05604","17.71454","2.13660","0.16637","2.77583","8.10858","0.20140","0.18389","1.52364","13.81786","1.12084","0.57793","0.95447","10.89317","4.15937","3.94921","21.41856","1.81261","4.48336","2.60946","1.05079","20.40708","11.16814","68.42478"
"1","15歳以上就業者数","2015000000","2015年","01571","豊浦町","","2,060","304","288","226","1","175","66","2","7","40","166","8","5","15","321","62","75","348","48","86","96","9","530","242","1,279","14.75728","13.98058","10.97087","0.04854","8.49515","3.20388","0.09709","0.33981","1.94175","8.05825","0.38835","0.24272","0.72816","15.58252","3.00971","3.64078","16.89320","2.33010","4.17476","4.66019","0.43689","25.84105","11.79912","62.35982","1,121","173","159","129","1","150","35","2","4","33","73","1","3","12","155","26","37","110","34","61","77","5","302","186","628","15.43265","14.18376","11.50758","0.08921","13.38091","3.12221","0.17841","0.35682","2.94380","6.51204","0.08921","0.26762","1.07047","13.82694","2.31936","3.30062","9.81267","3.03301","5.44157","6.86887","0.44603","27.06093","16.66667","56.27240","939","131","129","97","-","25","31","-","3","7","93","7","2","3","166","36","38","238","14","25","19","4","228","56","651","13.95101","13.73802","10.33014","0.00000","2.66241","3.30138","0.00000","0.31949","0.74547","9.90415","0.74547","0.21299","0.31949","17.67838","3.83387","4.04686","25.34611","1.49095","2.66241","2.02343","0.42599","24.38503","5.98930","69.62567"
"1","15歳以上就業者数","2015000000","2015年","01575","壮瞥町","","1,390","369","359","-","-","73","36","2","3","52","126","9","8","11","204","31","57","211","24","78","85","11","369","109","901","26.54676","25.82734","0.00000","0.00000","5.25180","2.58993","0.14388","0.21583","3.74101","9.06475","0.64748","0.57554","0.79137","14.67626","2.23022","4.10072","15.17986","1.72662","5.61151","6.11511","0.79137","26.75852","7.90428","65.33720","744","211","204","-","-","53","28","2","1","46","46","2","6","6","86","15","36","65","13","51","70","7","211","81","445","28.36022","27.41935","0.00000","0.00000","7.12366","3.76344","0.26882","0.13441","6.18280","6.18280","0.26882","0.80645","0.80645","11.55914","2.01613","4.83871","8.73656","1.74731","6.85484","9.40860","0.94086","28.62958","10.99050","60.37992","646","158","155","-","-","20","8","-","2","6","80","7","2","5","118","16","21","146","11","27","15","4","158","28","456","24.45820","23.99381","0.00000","0.00000","3.09598","1.23839","0.00000","0.30960","0.92879","12.38390","1.08359","0.30960","0.77399","18.26625","2.47678","3.25077","22.60062","1.70279","4.17957","2.32198","0.61920","24.61059","4.36137","71.02804"
"1","15歳以上就業者数","2015000000","2015年","01578","白老町","","7,037","463","414","258","33","646","1,244","35","19","360","850","72","39","64","433","229","285","983","65","489","385","85","721","1,923","4,308","6.57951","5.88319","3.66634","0.46895","9.18005","17.67799","0.49737","0.27000","5.11582","12.07901","1.02316","0.55421","0.90948","6.15319","3.25423","4.05002","13.96902","0.92369","6.94898","5.47108","1.20790","10.37112","27.66110","61.96778","3,952","259","223","193","25","546","794","29","14","315","340","22","17","40","138","105","142","235","41","346","296","55","452","1,365","2,080","6.55364","5.64271","4.88360","0.63259","13.81579","20.09109","0.73381","0.35425","7.97065","8.60324","0.55668","0.43016","1.01215","3.49190","2.65688","3.59312","5.94636","1.03745","8.75506","7.48988","1.39170","11.59867","35.02694","53.37439","3,085","204","191","65","8","100","450","6","5","45","510","50","22","24","295","124","143","748","24","143","89","30","269","558","2,228","6.61264","6.19125","2.10697","0.25932","3.24149","14.58671","0.19449","0.16207","1.45867","16.53160","1.62075","0.71313","0.77796","9.56240","4.01945","4.63533","24.24635","0.77796","4.63533","2.88493","0.97245","8.80524","18.26514","72.92962"
"1","15歳以上就業者数","2015000000","2015年","01581","厚真町","","2,787","920","891","25","3","329","157","89","11","87","200","21","13","51","84","62","65","250","79","129","177","35","945","489","1,318","33.01041","31.96986","0.89702","0.10764","11.80481","5.63330","3.19340","0.39469","3.12164","7.17618","0.75350","0.46645","1.82992","3.01399","2.22461","2.33226","8.97022","2.83459","4.62863","6.35091","1.25583","34.33866","17.76890","47.89244","1,681","538","511","16","2","299","110","85","9","67","83","11","7","35","23","21","31","62","49","88","132","13","554","411","703","32.00476","30.39857","0.95181","0.11898","17.78703","6.54372","5.05651","0.53540","3.98572","4.93754","0.65437","0.41642","2.08209","1.36823","1.24926","1.84414","3.68828","2.91493","5.23498","7.85247","0.77335","33.21343","24.64029","42.14628","1,106","382","380","9","1","30","47","4","2","20","117","10","6","16","61","41","34","188","30","41","45","22","391","78","615","34.53888","34.35805","0.81374","0.09042","2.71248","4.24955","0.36166","0.18083","1.80832","10.57866","0.90416","0.54250","1.44665","5.51537","3.70705","3.07414","16.99819","2.71248","3.70705","4.06872","1.98915","36.07011","7.19557","56.73432"
"1","15歳以上就業者数","2015000000","2015年","01584","洞爺湖町","","4,337","484","478","111","2","318","268","25","6","217","511","42","36","67","639","131","141","735","98","245","179","82","595","588","3,072","11.15979","11.02144","2.55937","0.04611","7.33226","6.17939","0.57644","0.13834","5.00346","11.78234","0.96841","0.83007","1.54485","14.73369","3.02052","3.25110","16.94720","2.25963","5.64907","4.12728","1.89071","13.98355","13.81904","72.19741","2,271","285","279","58","2","284","132","19","5","181","217","16","17","48","292","51","67","205","61","143","142","46","343","418","1,464","12.54954","12.28534","2.55394","0.08807","12.50550","5.81242","0.83664","0.22017","7.97006","9.55526","0.70454","0.74857","2.11361","12.85777","2.24571","2.95024","9.02686","2.68604","6.29679","6.25275","2.02554","15.41573","18.78652","65.79775","2,066","199","199","53","-","34","136","6","1","36","294","26","19","19","347","80","74","530","37","102","37","36","252","170","1,608","9.63214","9.63214","2.56534","0.00000","1.64569","6.58277","0.29042","0.04840","1.74250","14.23040","1.25847","0.91965","0.91965","16.79574","3.87222","3.58180","25.65344","1.79090","4.93708","1.79090","1.74250","12.41379","8.37438","79.21182"
"1","15歳以上就業者数","2015000000","2015年","01585","安平町","","4,006","999","975","-","6","259","399","27","9","195","400","32","29","65","204","202","127","344","78","256","345","30","999","664","2,313","24.93759","24.33849","0.00000","0.14978","6.46530","9.96006","0.67399","0.22466","4.86770","9.98502","0.79880","0.72391","1.62257","5.09236","5.04244","3.17024","8.58712","1.94708","6.39041","8.61208","0.74888","25.12575","16.70020","58.17404","2,358","619","601","-","5","217","261","21","5","159","166","16","19","43","54","96","61","85","46","170","302","13","619","483","1,243","26.25106","25.48770","0.00000","0.21204","9.20271","11.06870","0.89059","0.21204","6.74300","7.03986","0.67854","0.80577","1.82358","2.29008","4.07125","2.58694","3.60475","1.95081","7.20950","12.80746","0.55131","26.39659","20.59701","53.00640","1,648","380","374","-","1","42","138","6","4","36","234","16","10","22","150","106","66","259","32","86","43","17","380","181","1,070","23.05825","22.69417","0.00000","0.06068","2.54854","8.37379","0.36408","0.24272","2.18447","14.19903","0.97087","0.60680","1.33495","9.10194","6.43204","4.00485","15.71602","1.94175","5.21845","2.60922","1.03155","23.29859","11.09749","65.60392"
"1","15歳以上就業者数","2015000000","2015年","01586","むかわ町","","4,485","1,405","1,272","72","24","415","342","12","7","174","432","17","18","96","158","115","150","445","137","243","198","25","1,477","781","2,202","31.32664","28.36120","1.60535","0.53512","9.25307","7.62542","0.26756","0.15608","3.87960","9.63211","0.37904","0.40134","2.14047","3.52285","2.56410","3.34448","9.92196","3.05463","5.41806","4.41472","0.55741","33.11659","17.51121","49.37220","2,555","797","677","52","15","349","226","11","3","150","182","5","13","76","51","43","75","108","78","155","148","18","849","590","1,098","31.19374","26.49706","2.03523","0.58708","13.65949","8.84540","0.43053","0.11742","5.87084","7.12329","0.19569","0.50881","2.97456","1.99609","1.68297","2.93542","4.22701","3.05284","6.06654","5.79256","0.70450","33.46472","23.25581","43.27946","1,930","608","595","20","9","66","116","1","4","24","250","12","5","20","107","72","75","337","59","88","50","7","628","191","1,104","31.50259","30.82902","1.03627","0.46632","3.41969","6.01036","0.05181","0.20725","1.24352","12.95337","0.62176","0.25907","1.03627","5.54404","3.73057","3.88601","17.46114","3.05699","4.55959","2.59067","0.36269","32.65731","9.93240","57.41030"
"1","15歳以上就業者数","2015000000","2015年","01600","日高振興局","","35,528","7,351","7,043","2,745","129","3,152","1,594","229","57","920","3,927","439","196","558","1,683","1,506","1,533","3,892","945","1,928","2,551","193","10,096","4,875","20,364","20.69072","19.82380","7.72630","0.36309","8.87188","4.48660","0.64456","0.16044","2.58951","11.05325","1.23565","0.55168","1.57059","4.73711","4.23891","4.31491","10.95474","2.65987","5.42671","7.18025","0.54323","28.57224","13.79652","57.63124","20,651","4,569","4,302","1,720","108","2,736","968","209","40","762","1,741","206","123","382","540","795","747","998","607","1,194","2,097","109","6,289","3,812","10,441","22.12484","20.83192","8.32889","0.52298","13.24875","4.68742","1.01206","0.19370","3.68989","8.43058","0.99753","0.59561","1.84979","2.61489","3.84969","3.61726","4.83270","2.93932","5.78180","10.15447","0.52782","30.61532","18.55710","50.82757","14,877","2,782","2,741","1,025","21","416","626","20","17","158","2,186","233","73","176","1,143","711","786","2,894","338","734","454","84","3,807","1,063","9,923","18.70001","18.42441","6.88983","0.14116","2.79626","4.20784","0.13444","0.11427","1.06204","14.69382","1.56618","0.49069","1.18303","7.68300","4.77919","5.28332","19.45285","2.27196","4.93379","3.05169","0.56463","25.73515","7.18583","67.07902"
"1","15歳以上就業者数","2015000000","2015年","01601","日高町","","6,591","1,802","1,755","158","35","523","312","48","9","189","640","48","40","87","298","518","319","669","194","331","359","12","1,960","870","3,749","27.34031","26.62722","2.39721","0.53103","7.93506","4.73373","0.72827","0.13655","2.86755","9.71021","0.72827","0.60689","1.31998","4.52132","7.85920","4.83993","10.15020","2.94341","5.02200","5.44682","0.18207","29.79176","13.22389","56.98434","3,919","1,134","1,091","107","25","448","239","43","6","147","275","19","26","66","94","330","151","181","112","216","296","4","1,241","712","1,962","28.93595","27.83873","2.73029","0.63792","11.43149","6.09849","1.09722","0.15310","3.75096","7.01710","0.48482","0.66343","1.68410","2.39857","8.42052","3.85302","4.61853","2.85787","5.51161","7.55295","0.10207","31.69860","18.18646","50.11494","2,672","668","664","51","10","75","73","5","3","42","365","29","14","21","204","188","168","488","82","115","63","8","719","158","1,787","25.00000","24.85030","1.90868","0.37425","2.80689","2.73204","0.18713","0.11228","1.57186","13.66018","1.08533","0.52395","0.78593","7.63473","7.03593","6.28743","18.26347","3.06886","4.30389","2.35778","0.29940","26.98949","5.93093","67.07958"
"1","15歳以上就業者数","2015000000","2015年","01602","平取町","","2,842","1,021","961","-","38","293","91","4","3","71","172","16","10","46","124","50","174","256","106","149","199","19","1,021","422","1,380","35.92540","33.81422","0.00000","1.33709","10.30964","3.20197","0.14075","0.10556","2.49824","6.05208","0.56298","0.35186","1.61858","4.36312","1.75932","6.12245","9.00774","3.72977","5.24279","7.00211","0.66854","36.16720","14.94864","48.88417","1,637","563","512","-","34","261","69","3","2","57","83","7","7","36","40","21","86","53","65","96","144","10","563","364","700","34.39218","31.27673","0.00000","2.07697","15.94380","4.21503","0.18326","0.12217","3.48198","5.07025","0.42761","0.42761","2.19914","2.44349","1.28283","5.25351","3.23763","3.97068","5.86439","8.79658","0.61087","34.60356","22.37246","43.02397","1,205","458","449","-","4","32","22","1","1","14","89","9","3","10","84","29","88","203","41","53","55","9","458","58","680","38.00830","37.26141","0.00000","0.33195","2.65560","1.82573","0.08299","0.08299","1.16183","7.38589","0.74689","0.24896","0.82988","6.97095","2.40664","7.30290","16.84647","3.40249","4.39834","4.56432","0.74689","38.29431","4.84950","56.85619"
"1","15歳以上就業者数","2015000000","2015年","01604","新冠町","","2,934","1,011","995","59","4","251","172","10","3","68","292","23","11","33","135","76","117","313","66","145","134","11","1,070","427","1,426","34.45808","33.91275","2.01091","0.13633","8.55487","5.86230","0.34083","0.10225","2.31766","9.95228","0.78391","0.37491","1.12474","4.60123","2.59032","3.98773","10.66803","2.24949","4.94206","4.56714","0.37491","36.60623","14.60828","48.78549","1,697","635","621","36","4","204","134","9","2","61","114","9","9","16","38","38","50","90","39","89","114","6","671","342","678","37.41897","36.59399","2.12139","0.23571","12.02121","7.89629","0.53035","0.11786","3.59458","6.71774","0.53035","0.53035","0.94284","2.23925","2.23925","2.94638","5.30348","2.29817","5.24455","6.71774","0.35357","39.68066","20.22472","40.09462","1,237","376","374","23","-","47","38","1","1","7","178","14","2","17","97","38","67","223","27","56","20","5","399","85","748","30.39612","30.23444","1.85934","0.00000","3.79951","3.07195","0.08084","0.08084","0.56589","14.38965","1.13177","0.16168","1.37429","7.84155","3.07195","5.41633","18.02749","2.18270","4.52708","1.61681","0.40420","32.38636","6.89935","60.71429"
"1","15歳以上就業者数","2015000000","2015年","01607","浦河町","","6,739","1,266","1,224","394","4","589","231","31","20","166","772","146","36","160","305","275","274","924","152","385","606","3","1,660","824","4,252","18.78617","18.16293","5.84656","0.05936","8.74017","3.42781","0.46001","0.29678","2.46327","11.45571","2.16649","0.53420","2.37424","4.52589","4.08072","4.06589","13.71123","2.25553","5.71301","8.99243","0.04452","24.64371","12.23278","63.12352","3,933","863","827","264","4","523","121","27","14","137","351","85","19","115","101","149","135","225","104","225","471","-","1,127","648","2,158","21.94254","21.02721","6.71243","0.10170","13.29774","3.07653","0.68650","0.35596","3.48335","8.92449","2.16120","0.48309","2.92398","2.56801","3.78846","3.43249","5.72082","2.64429","5.72082","11.97559","0.00000","28.65497","16.47597","54.86906","2,806","403","397","130","-","66","110","4","6","29","421","61","17","45","204","126","139","699","48","160","135","3","533","176","2,094","14.36208","14.14825","4.63293","0.00000","2.35210","3.92017","0.14255","0.21383","1.03350","15.00356","2.17391","0.60584","1.60371","7.27014","4.49038","4.95367","24.91091","1.71062","5.70207","4.81112","0.10691","19.01534","6.27899","74.70567"
"1","15歳以上就業者数","2015000000","2015年","01608","様似町","","2,325","167","145","442","28","241","212","12","5","88","278","25","4","23","112","65","77","147","79","167","126","27","609","481","1,208","7.18280","6.23656","19.01075","1.20430","10.36559","9.11828","0.51613","0.21505","3.78495","11.95699","1.07527","0.17204","0.98925","4.81720","2.79570","3.31183","6.32258","3.39785","7.18280","5.41935","1.16129","26.50131","20.93124","52.56745","1,339","101","80","274","25","208","106","10","4","75","108","9","2","14","47","27","35","36","52","96","97","13","375","339","612","7.54294","5.97461","20.46303","1.86706","15.53398","7.91636","0.74683","0.29873","5.60119","8.06572","0.67214","0.14937","1.04556","3.51008","2.01643","2.61389","2.68857","3.88350","7.16953","7.24421","0.97087","28.28054","25.56561","46.15385","986","66","65","168","3","33","106","2","1","13","170","16","2","9","65","38","42","111","27","71","29","14","234","142","596","6.69371","6.59229","17.03854","0.30426","3.34686","10.75051","0.20284","0.10142","1.31846","17.24138","1.62272","0.20284","0.91278","6.59229","3.85396","4.25963","11.25761","2.73834","7.20081","2.94118","1.41988","24.07407","14.60905","61.31687"
